Course Name,Cut-off ATAR,Duration,Award Type,Field of Education,Provider,Campus,Level
Master of Information Management,,1.5 years,Master's by coursework,Librarianship & Information Management,Curtin University of Technology,Bentley Campus WA,Postgraduate
Master of Information Security and Intelligence,,1.5 years,Master's by coursework,Security Science,Edith Cowan University,MT LAWLEY WA,Postgraduate
Master of Information Security and Intelligence,,1.5 years,Master's by coursework,Security Science,Edith Cowan University,DISTANCE EDUCATION,Postgraduate
Master of Information Services,,1.5 years,Master's by coursework,Librarianship & Information Management,Edith Cowan University,MT LAWLEY WA,Postgraduate
Master of Information Services,,1.5 years,Master's by coursework,Librarianship & Information Management,Edith Cowan University,DISTANCE EDUCATION,Postgraduate
Master of Information Studies (General),,1.5 years,Master's by coursework,Librarianship & Information Management,Charles Sturt University,Distance Education,Postgraduate
Master of Information Studies (online),,1 year,Master's by coursework,Librarianship & Information Management,University of Canberra,Bruce ACT,Postgraduate
Master of Information Systems,,1.5 years,Master's by coursework,Information Systems,Curtin University of Technology,Bentley Campus WA,Postgraduate
MASTER OF INFORMATION SYSTEMS,,1.5 years,Master's by coursework,Information Systems,Deakin University,BURWOOD VIC,Postgraduate
MASTER OF INFORMATION SYSTEMS,,1.5 years,Master's by coursework,Information Systems,Deakin University,DISTANCE EDUCATION,Postgraduate
Master of Information Systems,,1 year,Master's by coursework,Information Systems,Griffith University,Nathan QLD,Postgraduate
Master of Information Systems,,2 years,Master's by coursework,Information Systems,The University of Melbourne,PARKVILLE VIC,Postgraduate
Master of Information Systems,,1.5 years,Master's by coursework,Information Systems,The University of Melbourne,PARKVILLE VIC,Postgraduate
Master of Information Systems,,1 year,Master's by coursework,Information Systems,The University of Melbourne,PARKVILLE VIC,Postgraduate
Master of Information Systems,,1.5 years,Master's by coursework,Information Systems,University of Southern Queensland,TOOWOOMBA QLD,Postgraduate
Master of Information Systems,,1.5 years,Master's by coursework,Information Systems,University of Southern Queensland,DISTANCE EDUCATION,Postgraduate
Master of Information Systems (by Coursework),,2 years,Master's by coursework,Database Management,Federation University Australia,Mt Helen VIC,Postgraduate
Master of Information Systems (K7H),,1 year,Master's by coursework,Information Systems n.e.c.,University of Tasmania,Hobart TAS,Postgraduate
Master of Information Systems and Master of Project Management,,2 years,Master's by coursework,"Information Systems, Project Management",University of Southern Queensland,DISTANCE EDUCATION,Postgraduate
Master of Information Systems Extended,,2 years,Master's by coursework,Information Systems,University of Southern Queensland,TOOWOOMBA QLD,Postgraduate
Master of Information Systems Extended,,2 years,Master's by coursework,Information Systems,University of Southern Queensland,DISTANCE EDUCATION,Postgraduate
MASTER OF INFORMATION SYSTEMS MANAGEMENT,,1 year,Master's by coursework,Information Systems,Swinburne University of Technology,Hawthorn VIC,Postgraduate
Master of Information Systems Management,,1.5 years,Master's by coursework,Information Systems n.e.c.,University of New South Wales,Sydney NSW,Postgraduate
MASTER OF INFORMATION SYSTEMS MANAGEMENT /MASTER OF BUSINESS ADMINISTRAT,,2 years,Master's by coursework,Computer Science,Swinburne University of Technology,Hawthorn VIC,Postgraduate
Master of Information Systems Security,,1.5 years,Master's by coursework,Security Science,Charles Sturt University,Distance Education,Postgraduate
Master of Information Systems with Honours,,1.5 years,Master's by coursework,Information Systems n.e.c.,Griffith University,Nathan QLD,Postgraduate
Master of Information Systems/Master of Information Technology,,2 years,Master's by coursework,"Information Systems n.e.c., Other Information Technology",Griffith University,Nathan QLD,Postgraduate
Master of Information Systems/Postgraduate Diploma in Management,,2 years,Master's by coursework,"Information Systems, Business Management",The University of Melbourne,PARKVILLE VIC,Postgraduate
Master of Information Technology,,2 years,Master's by coursework,Information Systems n.e.c.,Australian Catholic University,MELBOURNE VIC,Postgraduate
Master of Information Technology,,2 years,Master's by coursework,Information Systems n.e.c.,Australian Catholic University,BRISBANE QLD,Postgraduate
Master of Information Technology,,2 years,Master's by coursework,Information Systems n.e.c.,Australian Catholic University,NORTH SYDNEY NSW,Postgraduate
Master of Information Technology,,1.5 years,Master's by coursework,Information Technology n.e.c.,Charles Sturt University,Melbourne VIC,Postgraduate
Master of Information Technology,,1.5 years,Master's by coursework,Information Technology n.e.c.,Charles Sturt University,Darlinghurst NSW,Postgraduate
Master of Information Technology,,1.5 years,Master's by coursework,Information Technology n.e.c.,Charles Sturt University,Distance Education,Postgraduate
MASTER OF INFORMATION TECHNOLOGY,,1.5 years,Master's by coursework,Computer Science,Deakin University,BURWOOD VIC,Postgraduate
MASTER OF INFORMATION TECHNOLOGY,,1.5 years,Master's by coursework,Computer Science,Deakin University,DISTANCE EDUCATION,Postgraduate
Master of Information Technology,,1.5 years,Master's by coursework,Computer Science,Edith Cowan University,MT LAWLEY WA,Postgraduate
Master of Information Technology,,1.5 years,Master's by coursework,Computer Science,Edith Cowan University,DISTANCE EDUCATION,Postgraduate
Master of Information Technology,,2 years,Master's by coursework,Computer Science,Flinders University,Adelaide at Bedford Park SA,Postgraduate
Master of Information Technology,,1.5 years,Master's by coursework,Information Technology n.e.c.,Griffith University,Gold Coast QLD,Postgraduate
Master of Information Technology,,1.5 years,Master's by coursework,Information Technology n.e.c.,Griffith University,Nathan QLD,Postgraduate
Master of Information Technology,,1.5 years,Master's by coursework,Other Information Technology,James Cook University,Townsville QLD,Postgraduate
Master of Information Technology,,1.5 years,Master's by coursework,Other Information Technology,James Cook University,Cairns QLD,Postgraduate
Master of Information Technology,,2 years,Master's by coursework,Information Technology,La Trobe University,BUNDOORA VIC,Postgraduate
Master of Information Technology,,1 year,Master's by coursework,Information Technology n.e.c.,Macquarie University,Macquarie University NSW,Postgraduate
Master of Information Technology,,2 years,Master's by coursework,Information Systems n.e.c.,Monash University,CAULFIELD VIC,Postgraduate
Master of Information Technology,,1.5 years,Master's by coursework,Information Technology n.e.c.,Queensland University of Technology,BRISBANE QLD,Postgraduate
MASTER OF INFORMATION TECHNOLOGY,,1 year,Master's by coursework,Computer Science,Swinburne University of Technology,Hawthorn VIC,Postgraduate
Master of Information Technology,,1.5 years,Master's by coursework,Computer Science n.e.c.,The University of Melbourne,PARKVILLE VIC,Postgraduate
Master of Information Technology,,1 year,Master's by coursework,Information Systems,The University of Melbourne,PARKVILLE VIC,Postgraduate
Master of Information Technology,,1.5 years,Master's by coursework,Information Systems,The University of Melbourne,PARKVILLE VIC,Postgraduate
Master of Information Technology,,2 years,Master's by coursework,Information Systems,The University of Melbourne,PARKVILLE VIC,Postgraduate
Master of Information Technology,,1 year,Master's by coursework,Computer Science,The University of Sydney,Camperdown NSW,Postgraduate
Master of Information Technology,,1.5 years,Master's by coursework,Information Technology n.e.c.,University of Canberra,Bruce ACT,Postgraduate
Master of Information Technology,,2 years,Master's by coursework,Information Technology,University of New England,Armidale NSW,Postgraduate
Master of Information Technology,,2 years,Master's by coursework,Information Technology,University of New England,Distance Education,Postgraduate
Master of Information Technology,,2 years,Master's by coursework,Information Systems,University of New South Wales,Sydney NSW,Postgraduate
Master of Information Technology,,1 year,Master's by coursework,Information Technology n.e.c.,University of New South Wales,UNSW Canberra at ADFA ACT,Postgraduate
Master of Information Technology,,1 year,Master's by coursework,Information Technology,University of Newcastle,CALLAGHAN NSW,Postgraduate
Master of Information Technology,,1 year,Master's by coursework,Information Technology,University of Newcastle,Distance Education,Postgraduate
Master of Information Technology,,1.5 years,Master's by coursework,Other Information Technology,"University of Technology, Sydney",Broadway NSW,Postgraduate
Master of Information Technology (Advanced),,2 years,Master's by coursework,Information Technology n.e.c.,Queensland University of Technology,BRISBANE QLD,Postgraduate
Master of Information Technology (Advanced),,2 years,Master's by coursework,Information Technology,University of Newcastle,CALLAGHAN NSW,Postgraduate
Master of Information Technology (Business Intelligence),,1.5 years,Master's by coursework,Computer Science,University of South Australia,Mawson Lakes SA,Postgraduate
Master of Information Technology (Business),,2 years,Master's by coursework,Information Technology,University of New England,Distance Education,Postgraduate
Master of Information Technology (by Coursework),,2 years,Master's by coursework,Information Technology n.e.c.,Federation University Australia,Mt Helen VIC,Postgraduate
Master of Information Technology (Computer Networks),,2 years,Master's by coursework,Networks and Communications,La Trobe University,BUNDOORA VIC,Postgraduate
Master of Information Technology (Extended),,2 years,Master's by coursework,Other Information Technology,"University of Technology, Sydney",Broadway NSW,Postgraduate
MASTER OF INFORMATION TECHNOLOGY (PROFESSIONAL),,2 years,Master's by coursework,Information Technology n.e.c.,Deakin University,BURWOOD VIC,Postgraduate
MASTER OF INFORMATION TECHNOLOGY (PROFESSIONAL),,2 years,Master's by coursework,Information Technology n.e.c.,Deakin University,DISTANCE EDUCATION,Postgraduate
MASTER OF INFORMATION TECHNOLOGY (PROFESSIONAL),,2 years,Master's by coursework,Information Technology n.e.c.,Deakin University,DISTANCE EDUCATION,Postgraduate
Master of Information Technology (Professional),,1.5 years,Master's by coursework,Information Systems n.e.c.,Monash University,CAULFIELD VIC,Postgraduate
Master of Information Technology (Professional),,1.5 years,Master's by coursework,Information Technology,University of Newcastle,CALLAGHAN NSW,Postgraduate
Master of Information Technology (Professional),,1.5 years,Master's by coursework,Information Technology,University of Newcastle,Distance Education,Postgraduate
Master of Information Technology (S7S),,1 year,Master's by coursework,Information Technology n.e.c.,University of Tasmania,Launceston TAS,Postgraduate
Master of Information Technology (S7S),,1 year,Master's by coursework,Information Technology n.e.c.,University of Tasmania,Hobart TAS,Postgraduate
